Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
natural-look-bonsai-tree-with-fiber-fancy-pot-5-feet-approx,Natural Look Bonsai Tree With Fiber Fancy Pot (5 Feet Approx),"<p data-path-to-node=""7"">Redefine your interior landscape with our <b data-path-to-node=""7"" data-index-in-node=""42"">5ft Natural-Look Artificial Bonsai Tree</b>. Traditionally, Bonsai trees are miniature, but this grand-scale interpretation brings the sophisticated ""Zen"" aesthetic to a life-sized floor plant, making it a rare and captivating addition to your home decor collection.</p>
<p data-path-to-node=""8""><b data-path-to-node=""8"" data-index-in-node=""0"">The Beauty of Ancient Nature, Reimagined</b> Every element of this tree is crafted to evoke a sense of peace and permanence. The thick, twisting trunk is engineered with lifelike textures and mossy accents, providing an organic foundation for the sprawling canopy of deep green leaves. At <b data-path-to-node=""8"" data-index-in-node=""285"">5 feet approx</b>, it perfectly fills that awkward empty corner or acts as a sophisticated room divider in open-concept living spaces.</p>
<p data-path-to-node=""9""><b data-path-to-node=""9"" data-index-in-node=""0"">Sophistication Meets Durability</b> What sets this piece apart is the <b data-path-to-node=""9"" data-index-in-node=""66"">Designer Fiber Fancy Pot</b>. Unlike heavy ceramic or cheap plastic, our high-grade fiber material provides a premium matte finish that is incredibly strong yet easy to move. The pot is weighted for perfect balance, ensuring the tree remains upright even in high-traffic areas.</p>
<p data-path-to-node=""10""><b data-path-to-node=""10"" data-index-in-node=""0"">Effortless Interior Styling</b> This Bonsai is the ultimate ""investment piece"" for your home. It’s hypoallergenic, pet-friendly, and stays vibrant through every season. Whether your style is Japandi, Contemporary, or Mid-Century Modern, this tree adds a layer of curated luxury that looks like it was shaped by nature over decades.</p>
<p data-path-to-node=""11""><b data-path-to-node=""11"" data-index-in-node=""0"">Specifications:</b></p>

<ul data-path-to-node=""12"">
 	<li>
<p data-path-to-node=""12,0,0""><b data-path-to-node=""12,0,0"" data-index-in-node=""0"">Total Height:</b> Approximately 5 Feet (60 inches)</p>
</li>
 	<li>
<p data-path-to-node=""12,1,0""><b data-path-to-node=""12,1,0"" data-index-in-node=""0"">Trunk Material:</b> High-density, hand-painted synthetic resin</p>
</li>
 	<li>
<p data-path-to-node=""12,2,0""><b data-path-to-node=""12,2,0"" data-index-in-node=""0"">Foliage:</b> Silk-blend ""Real-Touch"" leaves</p>
</li>
 	<li>
<p data-path-to-node=""12,3,0""><b data-path-to-node=""12,3,0"" data-index-in-node=""0"">Pot Material:</b> Premium Reinforced Fiber</p>
</li>
 	<li>
<p data-path-to-node=""12,4,0""><b data-path-to-node=""12,4,0"" data-index-in-node=""0"">Ideal For:</b> Living Rooms, Executive Offices, Luxury Entryways</p>
</li>
</ul>

<hr data-path-to-node=""13"">

<h3 data-path-to-node=""14""><b data-path-to-node=""14"" data-index-in-node=""0"">SEO &amp; AI Search Optimization</b></h3>
<ul data-path-to-node=""15"">
 	<li>
<p data-path-to-node=""15,0,0""><b data-path-to-node=""15,0,0"" data-index-in-node=""0"">Primary Keywords:</b> 5ft Artificial Bonsai Tree, Large Faux Bonsai, Artificial Plant in Fiber Pot, Luxury Home Decor Trees, Tall Fake Zen Tree.</p>
</li>
 	<li>
<p data-path-to-node=""15,1,0""><b data-path-to-node=""15,1,0"" data-index-in-node=""0"">Secondary Keywords:</b> Maintenance-free indoor tree, realistic bark texture, designer planter, Japandi style decor, large floor-standing Bonsai.</p>
</li>
 	<li>
<p data-path-to-node=""15,2,0""><b data-path-to-node=""15,2,0"" data-index-in-node=""0"">AI Optimization:</b> This description is structured with semantic keywords (e.g., ""Japandi,"" ""shatter-resistance,"" ""hand-painted resin"") to ensure high visibility in AI-driven shopping results and voice searches for ""high-end artificial plants"" and ""minimalist botanical decor.""</p>
</li>
</ul>",My Store,Uncategorized,simple,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,80000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/Gemini_Generated_Image_97cx5297cx5297cx.png?v=1775897886,1,"",false,,,,,kg,,,active
natural-look-bonsai-tree-with-fiber-fancy-pot-5-feet-approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp-Image-2026-01-30-at-10.53.38-PM-scaled.jpg?v=1775897886,2,"",,,,,,,,,
multi-color-aloe-vera-palm-6-feet-approx,Multi Color Aloe Vera Palm (6 Feet Approx),"<div class=""toggle-content is-active show-mobile toggle-content--height"" id=""tab-description-mobile"" style=""--maximum-des-to-show: 800px;"" data-product-description-10201108513079="""">
<p><strong data-start=""66"" data-end=""142"">Bring calm, clean vibes to any room with this realistic aloe vera plant.</strong><strong data-start=""145"" data-end=""212"">—select yours from our Planters section.</strong></p>
</div>",My Store,,simple,"",true,Title,Default Title,,,,,,,,shopify_10200938807607,0.0,,0,deny,manual,12999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/Artboard59watermark.jpg?v=1775131063,1,"",false,,,,,kg,,,active
monstera-wooden-plant5-feet-approx,Monstera Wooden Plant(5 Feet Approx),"<div class=""toggle-content is-active show-mobile toggle-content--height"" id=""tab-description-mobile"" style=""--maximum-des-to-show: 800px;"" data-product-description-10201105367351="""">
<p><strong data-start=""129"" data-end=""220"">Lush and tropical, this lifelike Monstera plant adds bold greenery to any space.</strong><br data-start=""220"" data-end=""223""><strong data-start=""223"" data-end=""300"">Complete the look—select your favorite planter from our Planters section</strong></p>
</div>",My Store,,simple,"",true,Title,Default Title,,,,,,,,shopify_10191621620023,0.0,,0,deny,manual,11999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/96watermark_603045c9-9088-473f-b6ba-5bd63918ca97.jpg?v=1775131062,1,"",false,,,,,kg,,,active
monstera-table-plant-with-ceramic-pot-cd-4-9inch-approx,Monstera Table Plant With Ceramic Pot (Cd 4) (9inch Approx),<p><strong>Tabletop Green Plant in Elegant Ceramic Pot</strong></p>,My Store,,simple,"Artificial Plants, small plants, Table Plants",true,Title,Default Title,,,,,,,,shopify_10206959010103,0.0,,0,deny,manual,1875.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsAppImage2025-06-18at6.49.52PM_1.jpg?v=1775131061,1,"",false,,,,,kg,,,active
monstera-sticks-plant-m5feet-approx,Monstera Sticks Plant (M)(5feet Approx),"<p><strong data-start=""129"" data-end=""220"">Lush and tropical, this lifelike Monstera sticks plant adds bold greenery to any space.</strong><br data-start=""220"" data-end=""223""><strong data-start=""223"" data-end=""300"">Complete the look—select your favorite planter from our Planters section</strong></p>",My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10201105367351,0.0,,0,deny,manual,9999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/Artboard66watermark.jpg?v=1775131060,1,"",false,,,,,kg,,,active
money-leaf-tripple-mudi-plant-3-4-feet-approx,Money leaf Tripple Mudi Plant (3.4 Feet Approx),"<ul>
<li data-end=""21"" data-start=""0"">
<div class=""toggle-content is-active show-mobile toggle-content--height"" id=""tab-description-mobile"" style=""--maximum-des-to-show: 800px;"" data-product-description-10200980881719="""">
<p><strong data-start=""46"" data-end=""119"">Lifelike greenery that adds vibrant, refreshing beauty to your space.</strong><span style=""text-decoration: underline;""><strong>select the ideal planter from our exclusive collection</strong></span></p>
</div>
</li>
</ul>",My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10192627958071,0.0,,0,deny,manual,8500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/84watermark_1e1c8256-080f-4c06-827a-1a258f721b07.jpg?v=1775131059,1,"",false,,,,,kg,,,active
money-leaf-bail-plant-4-feet-approx,Money Leaf Bail Plant (4 Feet Approx),<p>Bail Plant – bring natural charm indoors and finish the look with a planter from our curated collection.</p>,My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10192733536567,0.0,,0,deny,manual,6500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/Artboard22watermark.jpg?v=1775131056,1,"",false,,,,,kg,,,active
modern-white-gold-cylindrical-plant-pot,Modern White & Gold Cylindrical Plant Pot,"<strong>Custom colors (excluding black and white) are available at an additional charge.</strong>Fiber planters with golden stainless steel borders offer a luxurious, lightweight, and durable solution for modern plant decor.",My Store,,simple,"#HomeDecor, Apartment Decor, Decor, DECORATION, Fiber Planters, Planters",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1050.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/4_b64972a6-1253-4fcd-aafa-95c8c81a7f01.jpg?v=1775131055,1,"",false,,,,,kg,,,active
modern-white-gold-cylindrical-plant-pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/3_5159b7ad-14d4-4671-b6e5-095e339fdc52.jpg?v=1775131055,2,"",,,,,,,,,
metal-stand-with-golden-planters-set-of-3-24-30-36-inch-approx,"Metal Stand With Golden Planters Set Of 3 (24"" 30"" 36"" Inch Approx)","<p data-end=""582"" data-start=""495""><strong>Check Out Our Plants And Flowers Section For Arrangement or Filling. </strong> Metal stand And Stainless Steel planter offer stylish, durable elevation for your plants, perfect for modern indoor or outdoor decor .</p>",My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10181113348407,0.0,,0,deny,manual,8399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/ChatGPT_Image_May_14_2025_06_48_35_PM_32fb4120-b657-40df-a1f2-f6de162f7695.png?v=1775131055,1,"",false,,,,,kg,,,active
metal-round-stand-2-piece-planters-set-18-n-24-approx,"Metal Round Stand 2 Piece Planters Set (18"" n 24"" Approx)","<p><strong>Check Our Other Sections For Plantation Lightweight.</strong> metal stand planters combine durability and modern style, perfect for elevating your plants effortlessly. </p>",My Store,,simple,"Artificial Plants, Indoor Plants, Planters, stand planters",false,Title,Default Title,,,,,,,,shopify_10206187192631,0.0,,0,deny,manual,2999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp_Image_2025-06-18_at_6.50.04_PM.jpg?v=1775131052,1,"",false,,,,,kg,,,active
matt-leaf-bird-of-paradise-plant52-feet-approx,"Matt Leaf Bird Of Paradise Plant(5,2 Feet Approx)",<p>Add a touch of the tropics with our lifelike Artificial Bird of Paradise plant—<strong>Don’t forget to explore our Planters section for the perfect stylish match!</strong></p>,My Store,,simple,"Artificial Plants, Banana Palm, Indoor Plants, Planters",false,Title,Default Title,,,,,,,,shopify_10206823940407,0.0,,0,deny,manual,12999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp_Image_2025-06-20_at_3.57.39_PM_1.jpg?v=1775131051,1,"",false,,,,,kg,,,active
mango-leaf-plant5-feet-approx,Mango Leaf Plant(5 Feet Approx),"<p>Mango Leaf Plant – vibrant, natural-looking foliage that adds warmth to any space; finish the look with a planter from our curated collection.</p>",My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10192735437111,0.0,,0,deny,manual,5500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/86watermark.jpg?v=1775131049,1,"",false,,,,,kg,,,active
lush-green-hedge-wall-mat-16-inch-x-24-inch,Lush Green Hedge Wall Mat (16 inch x 24 inch),"<b data-path-to-node=""5"" data-index-in-node=""0"">Instantly refresh your space with a vibrant, evergreen backdrop.</b> This premium artificial wall mat features dense, high-quality foliage designed to mimic natural boxwood. Perfect for creating a stunning ""living wall"" effect without the maintenance, it provides excellent coverage and a lush, textured appearance. Whether you're looking to hide unsightly fences, create a photo-ready feature wall, or add a touch of privacy to your balcony, this versatile mat is the perfect DIY solution.",My Store,,simple,"aesthetic, Apartment Decor, Exclusive interior accents, Home Decor, wall hanging, wall mat",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/5-2.jpg?v=1775131048,1,"",false,,,,,kg,,,active
long-green-leaf-plant-2-feet-approx,Long Green Leaf Plant (2 Feet Approx),"<p><strong>Bold, sculptural foliage with a modern edge; complete the look with a planter from our exclusive collection. </strong></p>",My Store,,simple,"Artificial Plants, Indoor Plants",false,Title,Default Title,,,,,,,,shopify_10205903814967,0.0,,0,deny,manual,1950.00,2200.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp_Image_2025-06-18_at_1.01.32_PM.jpg?v=1775131047,1,"",false,,,,,kg,,,active
lining-metal-stand-planters-set-of-2-18-24,"Lining Metal Stand Planters Set of 2 (18"" 24"")","<p><strong>Check Out Our Plants And Flowers Section For Arrangement or Filling. </strong>Lightweight metal stand planters combine durability and modern style, perfect for elevating your plants effortlessly. </p>",My Store,,simple,"Artificial Plants, Indoor Plants, Planters, stand planters",false,Title,Default Title,,,,,,,,shopify_10206811586871,0.0,,0,deny,manual,3199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp_Image_2025-06-18_at_6.50.05_PM_351dd308-098d-4d2b-8bf2-64a9c5993934.jpg?v=1775131045,1,"",false,,,,,kg,,,active
imli-leave-tree-8feet-approx,Imli Leave Tree (8Feet Approx),"<p data-path-to-node=""7"">Elevate your interior architecture with the <b data-path-to-node=""7"" data-index-in-node=""44"">8ft Artificial Imli Leaf Tree</b>, a masterpiece of botanical replication. The Imli (Tamarind) tree is celebrated for its soft, weeping silhouette and dense, fine-textured leaves. Our artificial version captures this ethereal quality perfectly, providing a massive burst of greenery that feels light and sophisticated rather than bulky.</p>
<p data-path-to-node=""8""><b data-path-to-node=""8"" data-index-in-node=""0"">A Focal Point for Modern Interiors</b> At <b data-path-to-node=""8"" data-index-in-node=""38"">8 feet tall</b>, this tree is specifically engineered for ""Statement Decor."" It serves as a natural room divider or a stunning corner accent that draws the eye upward, highlighting your home’s height and space. The rich, multi-tonal green leaves are UV-resistant to prevent fading, ensuring the tree maintains its ""just-grown"" look even when placed near sunny windows.</p>
<p data-path-to-node=""9""><b data-path-to-node=""9"" data-index-in-node=""0"">Craftsmanship &amp; Stability</b> The tree features a multi-stem design with a textured bark finish that feels organic to the touch. While it arrives in a standard starter pot, its tall stature allows it to be easily placed into a large decorative planter or basket of your choice to match your specific interior style—from rustic farmhouse to sleek contemporary.</p>
<p data-path-to-node=""10""><b data-path-to-node=""10"" data-index-in-node=""0"">Low Maintenance, High Impact</b> Perfect for commercial spaces like hotel lobbies and restaurants, or for homeowners who want a ""jungle vibe"" without the hassle of humidity control and pest management. Simply dust the leaves occasionally to keep the foliage looking crisp and vibrant.</p>
<p data-path-to-node=""11""><b data-path-to-node=""11"" data-index-in-node=""0"">Specifications:</b></p>

<ul data-path-to-node=""12"">
 	<li>
<p data-path-to-node=""12,0,0""><b data-path-to-node=""12,0,0"" data-index-in-node=""0"">Total Height:</b> Approximately 8 Feet (96 inches)</p>
</li>
 	<li>
<p data-path-to-node=""12,1,0""><b data-path-to-node=""12,1,0"" data-index-in-node=""0"">Leaf Type:</b> Fine-cut Imli (Tamarind) Silk-Polymer blend</p>
</li>
 	<li>
<p data-path-to-node=""12,2,0""><b data-path-to-node=""12,2,0"" data-index-in-node=""0"">Construction:</b> Natural-look synthetic trunk with adjustable wire branches</p>
</li>
 	<li>
<p data-path-to-node=""12,3,0""><b data-path-to-node=""12,3,0"" data-index-in-node=""0"">Base:</b> Weighted black nursery pot (ready for insertion into a decorative planter)</p>
</li>
 	<li>
<p data-path-to-node=""12,4,0""><b data-path-to-node=""12,4,0"" data-index-in-node=""0"">Usage:</b> Best for indoor use or shaded patios</p>
</li>
</ul>

<hr data-path-to-node=""13"">

<h3 data-path-to-node=""14""><b data-path-to-node=""14"" data-index-in-node=""0"">SEO &amp; AI Search Optimization</b></h3>
<ul data-path-to-node=""15"">
 	<li>
<p data-path-to-node=""15,0,0""><b data-path-to-node=""15,0,0"" data-index-in-node=""0"">Target Keywords:</b> 8ft Artificial Imli Tree, Tall Tamarind Leaf Artificial Plant, Large Fake Floor Tree, 8 Foot Indoor Artificial Tree, Luxury Home Decor Greenery, Big Artificial Plants for High Ceilings.</p>
</li>
 	<li>
<p data-path-to-node=""15,1,0""><b data-path-to-node=""15,1,0"" data-index-in-node=""0"">AI Search Context:</b> This product description uses ""Semantic Search"" optimization by including terms like ""vertical space,"" ""feathery foliage,"" and ""botanical replication."" This ensures AI models and search engines recognize the product for queries involving ""tall indoor plants,"" ""low-maintenance large trees,"" and ""biophilic interior design.""</p>
</li>
</ul>
 ",My Store,,simple,"",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,35000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/Gemini_Generated_Image_g4fhscg4fhscg4fh-1.png?v=1775131044,1,"",false,,,,,kg,,,active
imli-leave-tree-8feet-approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp-Image-2026-01-30-at-10.53.38-PM1-scaled.jpg?v=1775131043,2,"",,,,,,,,,
imli-leave-single-stick-plant-3-feet-approx,Imli Leave Single Stick Plant (3 Feet Approx),"<p data-end=""21"" data-start=""3""><strong>striking foliage with a sculptural touch; pair it with a planter from our exclusive collection to complete your décor</strong></p>",My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10192736354615,0.0,,0,deny,manual,3299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/98watermark.jpg?v=1775131042,1,"",false,,,,,kg,,,active
high-quailty-flower-bunch,High Quailty Flower Bunch,"<p><strong>Reach out for stunning flower arrangements or inquire separately for bulk orders.</strong></p>
<p><strong>Timeless blooms made to last—shop our artificial flower bunches</strong></p>",My Store,,simple,"Artificial Flower, Artificial Plants, flowers, realistic flowers",false,Title,Default Title,,,,,,,,shopify_10207854788919,0.0,,0,deny,manual,480.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsAppImage2025-06-19at5.33.16PM-scaled.jpg?v=1775131041,1,"",false,,,,,kg,,,active
hexagonal-shaped-fiberglass-planters-26inch-approx,Hexagonal Shaped Fiberglass Planters (26Inch Approx),"<p><strong>Custom colors (excluding black and white) are available at an additional charge. </strong>lightweight, durable, and stylish with a natural stone look ideal for indoor or outdoor use.</p>",My Store,,simple,"Artificial Plants, Fiber Planters, Planters, stand planters",false,Title,Default Title,,,,,,,,shopify_10207783649591,0.0,,0,deny,manual,6999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsAppImage2025-06-19at3.41.46PM_1.jpg?v=1775131039,1,"",false,,,,,kg,,,active
gypsophila-artificial-flower-bunches,Gypsophila Artificial Flower Bunches,"<p><strong>Reach out for stunning flower arrangements or inquire separately for bulk orders.</strong></p>
<p><strong>Lifelike flower bunches to brighten your décor all year long  </strong></p>",My Store,,simple,"artificial Flowers, flowers, roses, sunflower",false,Title,Default Title,,,,,,,,shopify_10207948079415,0.0,,0,deny,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp_Image_2025-06-20_at_2.00.18_PM.jpg?v=1775131037,1,"",false,,,,,kg,,,active
green-table-plants-with-plastic-and-steel-border-pot-cd2-9inch-approx,Green Table Plants With Plastic and Steel Border Pot (Cd2) (9inch Approx),"<p><strong>Add a touch of nature to your space with our vibrant tabletop plants.""</strong></p>",My Store,,simple,"Artificial Plants, small plants, Table Plants",false,Title,Default Title,,,,,,,,shopify_10206956093751,0.0,,0,deny,manual,270.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp_Image_2025-06-18_at_7.22.35_PM.jpg?v=1775131035,1,"",false,,,,,kg,,,active
green-leaf-pipe-plant-4-feet-approx,Green Leaf Pipe Plant (4 Feet Approx),"<p data-end=""21"" data-start=""3""><strong>Big Leaf Pipe Plant – striking foliage with a sculptural touch; pair it with a planter from our exclusive collection to complete your décor</strong></p>",My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10192738681143,0.0,,0,deny,manual,8500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/Artboard32watermark.jpg?v=1775131035,1,"",false,,,,,kg,,,active
green-hanging-bush,Green Hanging Bush,"<b data-path-to-node=""4"" data-index-in-node=""21"">Elevate your space with effortless greenery.</b> Our Lifelike Boxwood Foliage Stem features dense, vibrant leaves with natural color gradients from deep forest to bright spring green. Perfect for adding a lush, cascading touch to hanging planters or wall-mounted decor without the need for watering or sunlight.",My Store,,simple,"aesthetic, Apartment Decor, Decor, DECORATION, Home Decor, wall hanging",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/8.jpg?v=1775131034,1,"",false,,,,,kg,,,active
green-ficus-leaf-plant-5-feet-approx,Green Ficus Leaf Plant (5 Feet Approx),"<ul>
<li data-end=""21"" data-start=""0"">
<p data-end=""21"" data-start=""3"">Can Be Customize In Different Sizes And Colors Ficus Leaf Plant – elegant, evergreen charm for any space; complete the look with your choice of planter from our exclusive collection.</p>
</li>
<li data-is-last-node="""" data-end=""90"" data-start=""73""><br></li>
</ul>",My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10192742678839,0.0,,0,deny,manual,5500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/Artboard1watermark.jpg?v=1775131033,1,"",false,,,,,kg,,,active
green-attractive-table-plants-cd3-9inch-approx,Green Attractive Table Plants (Cd3) (9inch Approx),"<p>Indoor Green Plants – Perfect for Tables &amp; Desks""</p>",My Store,,simple,"Artificial Plants, Indoor Plants, small plants, Table Plants",false,Title,Default Title,,,,,,,,shopify_10206958321975,0.0,,0,deny,manual,280.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp_Image_2025-06-18_at_6.49.51_PM.jpg?v=1775131030,1,"",false,,,,,kg,,,active
graceful-touch-luxury-ceramic-pot-with-real-look-flower,Graceful Touch – Luxury Ceramic Pot with Real-Look Flower,"<p><strong data-start=""160"" data-end=""204"">Bring nature home — without the mess! 🌿</strong><br data-start=""204"" data-end=""207"">Our stunning <strong data-start=""220"" data-end=""267"">artificial flowers in a premium ceramic pot</strong> add a burst of color and elegance to any space. Shop premium artificial plants that stay fresh and stylish all year long.</p>",My Store,,simple,"Artificial Leaves, Artificial Plants, Indoor Plants, outdoor Planters, pots, Table Plants",false,Title,Default Title,,,,,,,,shopify_10209851277623,0.0,,0,deny,manual,1799.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsAppImage2025-06-21at9.22.23AM_2.jpg?v=1775131029,1,"",false,,,,,kg,,,active
golden-table-plant-with-ceramic-pot-and-stylish-stand-cd-9-9inch-approx,Golden Table Plant With Ceramic Pot and Stylish Stand (Cd 9) (9inch Approx),<p><strong>Style your table with fresh greens and a sleek ceramic stand combo</strong></p>,My Store,,simple,"Artificial Plants, Indoor Plants, small plants, Table Plants",false,Title,Default Title,,,,,,,,shopify_10207689670967,0.0,,0,deny,manual,1750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsAppImage2025-06-18at6.49.55PM_1.jpg?v=1775131028,1,"",false,,,,,kg,,,active
golden-ceramic-poted-table-plantscd-10-4-inch-approx,Golden Ceramic Poted Table Plants(Cd 10) (4 Inch Approx),<p><strong><em>Add luxe vibes to your space with a plant in a golden textured ceramic pot  </em></strong></p>,My Store,,simple,"Indoor Plants, Planters, small plants, Table Plants",false,Title,Default Title,,,,,,,,shopify_10207752814903,0.0,,0,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsAppImage2025-06-18at6.49.56PM_1.jpg?v=1775131026,1,"",false,,,,,kg,,,active
golden-border-ceramic-table-plants-cd-6-7inch-approx,Golden Border Ceramic Table Plants (Cd 6) (7inch Approx),<p><strong>Elevate your space with this chic table plant in a ceramic pot.</strong></p>,My Store,,simple,"Artificial Plants, Indoor Plants, Planters, small plants, Table Plants",false,Title,Default Title,,,,,,,,shopify_10206967234871,0.0,,0,deny,manual,825.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp_Image_2025-06-18_at_6.49.59_PM_1.jpg?v=1775131024,1,"",false,,,,,kg,,,active
gola-palm-tree-4-sticks-6-feet-approx,Gola Palm Tree 4 Sticks (6 Feet Approx),"<div class=""toggle-content is-active show-mobile toggle-content--height"" id=""tab-description-mobile"" style=""--maximum-des-to-show: 800px;"" data-product-description-10200937988407="""">
<div class=""toggle-content is-active show-mobile toggle-content--height"" id=""tab-description-mobile"" style=""--maximum-des-to-show: 800px;"" data-product-description-10201108513079="""">
<p><strong data-start=""66"" data-end=""142"">Bring calm, clean vibes to any room with this realistic Gola Palm plant.</strong><strong data-start=""145"" data-end=""212"">—Select yours from our Planters section.</strong></p>
</div>
</div>",My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10191085797687,0.0,,0,deny,manual,12499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/Artboard35watermark_a310feec-0b20-4390-9d67-ac0ee4dc1664.jpg?v=1775131023,1,"",false,,,,,kg,,,active
gola-palm-plant-3-stick-5-feet-approx,Gola Palm Plant 3 Stick (5 Feet Approx),"<div class=""toggle-content is-active show-mobile toggle-content--height"" id=""tab-description-mobile"" style=""--maximum-des-to-show: 800px;"" data-product-description-10201108513079="""">
<p><strong data-start=""66"" data-end=""142"">Bring calm, clean vibes to any room with this realistic Gola Palm plant.</strong><strong data-start=""145"" data-end=""212"">—Select yours from our Planters section.</strong></p>
</div>",My Store,,simple,"",false,Title,Default Title,,,,,,,,shopify_10200937988407,0.0,,0,deny,manual,10399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/Artboard36watermark.jpg?v=1775131021,1,"",false,,,,,kg,,,active
geomatric-fiber-planters-26-inch-approx,Geomatric Fiber Planters ( 26 Inch Approx),"<p><strong>Custom colors (excluding black and white) are available at an additional charge. </strong>lightweight, durable, and stylish with a natural stone look ideal for indoor or outdoor use. </p>",My Store,,simple,"Fiber Planters, Indoor Plants, Planters, Vase",false,Title,Default Title,,,,,,,,shopify_10206169989431,0.0,,0,deny,manual,7499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0714/4970/6683/files/WhatsApp_Image_2025-06-19_at_3.47.59_PM.jpg?v=1775131020,1,"",false,,,,,kg,,,active
